GEO.id,GEO.id2,GEO.display-label,GOVTYPE.id,GOVTYPE.display-label,FINITEM.id,FINITEM.display-label,YEAR.id,AMOUNT,AMOUNT_CV
0400000US26,26,Michigan,1,State and Local ,2122,"Direct expenditure from capital outlay, total",2015,6146012,1.02
0400000US26,26,Michigan,1,State and Local ,21221,"Direct expenditure from capital outlay, construction",2015,4545328,1.25
0400000US26,26,Michigan,1,State and Local ,21222,Direct expenditure from capital outlay excluding construction,2015,1600684,1.68
0400000US26,26,Michigan,1,State and Local ,2123,Direct expenditure from assistance and subsidies,2015,1227677,0
0400000US26,26,Michigan,1,State and Local ,2124,Direct expenditure from interest on debt,2015,3242649,0.7
0400000US26,26,Michigan,1,State and Local ,2125,Direct expenditure from insurance benefits and repayments,2015,9600576,3.99
0400000US26,26,Michigan,1,State and Local ,2126,Direct expenditure exhibit: Salaries and wages,2015,24479742,0.48
0400000US26,26,Michigan,1,State and Local ,22,Direct expenditure by function:,2015,93738737,0.54
0400000US26,26,Michigan,1,State and Local ,221,"Direct general expenditure, total",2015,79943853,0.41
0400000US26,26,Michigan,1,State and Local ,2211,"Direct general expenditure, capital outlay",2015,5499159,1.1
0400000US26,26,Michigan,1,State and Local ,2212,Direct general expenditure excluding capital outlay,2015,74444694,0.43
0400000US26,26,Michigan,1,State and Local ,2213,Direct general expenditure from education services:,2015,X,X
0400000US26,26,Michigan,1,State and Local ,22131,"Direct general expenditure from education, total",2015,28886212,0
0400000US26,26,Michigan,1,State and Local ,221311,"Direct general expenditure from education, capital outlay",2015,2327416,0
0400000US26,26,Michigan,1,State and Local ,22132,"Direct general expenditure from education, higher education, total",2015,10982299,0
0400000US26,26,Michigan,1,State and Local ,221321,"Direct general expenditure from education, higher education, capital outlay",2015,1359914,0
0400000US26,26,Michigan,1,State and Local ,22133,"Direct general expenditure from education, elementary & secondary, total",2015,16730543,0
0400000US26,26,Michigan,1,State and Local ,221331,"Direct general expenditure from education, elementary & secondary, capital outlay",2015,967476,0
0400000US26,26,Michigan,1,State and Local ,22134,"Direct general expenditure from education, other education",2015,1173370,0
0400000US26,26,Michigan,1,State and Local ,22135,"Direct general expenditure from education, libraries",2015,336806,6.33
0400000US26,26,Michigan,1,State and Local ,2214,Direct general expenditure from social services and income maintenance:,2015,X,X
0400000US26,26,Michigan,1,State and Local ,22141,"Direct general expenditure from social services and income maintenance, public welfare, total",2015,16368404,0.31
0400000US26,26,Michigan,1,State and Local ,221411,"Direct general expenditure from social services and income maintenance, public welfare, cash assistance payments",2015,239071,0
0400000US26,26,Michigan,1,State and Local ,221412,"Direct general expenditure from social services and income maintenance, public welfare, vendor payments",2015,13457679,0
0400000US26,26,Michigan,1,State and Local ,221419,"Direct general expenditure from social services and income maintenance, public welfare, other public welfare",2015,2671654,1.92
0400000US26,26,Michigan,1,State and Local ,22142,"Direct general expenditure from social services and income maintenance, hospitals, total",2015,4330864,0.92
0400000US26,26,Michigan,1,State and Local ,221421,"Direct general expenditure from social services and income maintenance, hospitals, capital outlay",2015,41408,10.23
0400000US26,26,Michigan,1,State and Local ,22143,"Direct general expenditure from social services and income maintenance, health",2015,4186751,6.13
0400000US26,26,Michigan,1,State and Local ,22144,"Direct general expenditure from social services and income maintenance, employment security administration",2015,107954,0
0400000US26,26,Michigan,1,State and Local ,22145,"Direct general expenditure from social services and income maintenance, veterans' services",2015,N,N
0400000US26,26,Michigan,1,State and Local ,2215,"Direct general expenditure from transportation, total",2015,X,X
0400000US26,26,Michigan,1,State and Local ,22151,"Direct general expenditure from transportation, highways, total",2015,3651908,3.73
0400000US26,26,Michigan,1,State and Local ,221511,"Direct general expenditure from transportation, highways, capital outlay",2015,1390828,2.6
0400000US26,26,Michigan,1,State and Local ,22152,"Direct general expenditure from transportation, air transportation (airports)",2015,493121,1.98
0400000US26,26,Michigan,1,State and Local ,22153,"Direct general expenditure from transportation, parking facilities",2015,56606,0.66
0400000US26,26,Michigan,1,State and Local ,22154,"Direct general expenditure from transportation, sea and inland port facilities",2015,6027,34.06
0400000US26,26,Michigan,1,State and Local ,2216,"Direct general expenditure from public safety, total",2015,X,X
0400000US26,26,Michigan,1,State and Local ,22161,"Direct general expenditure from public safety, police protection",2015,2449552,1.61
0400000US26,26,Michigan,1,State and Local ,22162,"Direct general expenditure from public safety, fire protection",2015,935861,2.55
0400000US26,26,Michigan,1,State and Local ,22163,"Direct general expenditure from public safety, correction, total",2015,2495273,0.96
0400000US26,26,Michigan,1,State and Local ,221631,"Direct general expenditure from public safety, correction, capital outlay",2015,33582,43.03
0400000US26,26,Michigan,1,State and Local ,22164,"Direct general expenditure from public safety, protective inspection and regulation",2015,423196,1.05
0400000US26,26,Michigan,1,State and Local ,2217,"Direct general expenditure from enviroment and housing, total",2015,X,X
0400000US26,26,Michigan,1,State and Local ,22171,"Direct general expenditure from enviroment and housing, natural resources, total",2015,419235,1.61
0400000US26,26,Michigan,1,State and Local ,221711,"Direct general expenditure from enviroment and housing, natural resources, capital outlay",2015,70510,8.33
0400000US26,26,Michigan,1,State and Local ,22172,"Direct general expenditure from enviroment and housing, parks and recreation, total",2015,1008050,1.4
0400000US26,26,Michigan,1,State and Local ,221721,"Direct general expenditure from enviroment and housing, parks and recreation, capital outlay",2015,332830,2.13
0400000US26,26,Michigan,1,State and Local ,22173,"Direct general expenditure from enviroment and housing, housing and community development",2015,1158545,1.28
0400000US26,26,Michigan,1,State and Local ,22174,"Direct general expenditure from enviroment and housing, sewerage, total",2015,2237787,3.07
0400000US26,26,Michigan,1,State and Local ,221741,"Direct general expenditure from enviroment and housing, sewerage, capital outlay",2015,542098,6.86
0400000US26,26,Michigan,1,State and Local ,22175,"Direct general expenditure from enviroment and housing, solid waste management, total",2015,504504,3.87
0400000US26,26,Michigan,1,State and Local ,221751,"Direct general expenditure from enviroment and housing, solid waste management, capital outlay",2015,17534,12.14
0400000US26,26,Michigan,1,State and Local ,2218,"Direct general expenditure from government administration, total",2015,X,X
0400000US26,26,Michigan,1,State and Local ,22181,"Direct general expenditure from government administration, financial administration",2015,1100719,0.86
0400000US26,26,Michigan,1,State and Local ,22182,"Direct general expenditure from government administration, judicial and legal",2015,1138196,3.38
0400000US26,26,Michigan,1,State and Local ,22183,"Direct general expenditure from government administration, general public buildings",2015,243950,3.64
0400000US26,26,Michigan,1,State and Local ,22189,"Direct general expenditure from government administration, other governmental administration",2015,714417,1.7
0400000US26,26,Michigan,1,State and Local ,2219,Interest on general debt,2015,3007061,0.73
0400000US26,26,Michigan,1,State and Local ,0221A,Direct general expenditure from interest on general debt,2015,X,X
0400000US26,26,Michigan,1,State and Local ,0221A1,Miscellaneous commercial activities,2015,105251,1.81
0400000US26,26,Michigan,1,State and Local ,0221A9,Other and unallocable,2015,3577603,2.35
0400000US26,26,Michigan,1,State and Local ,222,"Utility expenditure, total",2015,3369379,1.16
0400000US26,26,Michigan,1,State and Local ,2221,"Utility expenditure, capital outlay",2015,646853,2.72
0400000US26,26,Michigan,1,State and Local ,2222,"Utility expenditure, water supply",2015,1583269,2.01
0400000US26,26,Michigan,1,State and Local ,2223,"Utility expenditure, electric supply",2015,1175576,1.56
0400000US26,26,Michigan,1,State and Local ,2224,"Utility expenditure, gas supply",2015,N,N
0400000US26,26,Michigan,1,State and Local ,2225,"Utility expenditure, transit",2015,610534,2.14
0400000US26,26,Michigan,1,State and Local ,223,Liquor store expenditure,2015,824929,0
0400000US26,26,Michigan,1,State and Local ,224,"Insurance trust expenditure, total",2015,9600576,3.99
0400000US26,26,Michigan,1,State and Local ,2241,"Insurance trust expenditure, unemployment compensation",2015,874143,0
0400000US26,26,Michigan,1,State and Local ,2242,"Insurance trust expenditure, employee retirement",2015,8713966,4.4
0400000US26,26,Michigan,1,State and Local ,2243,"Insurance trust expenditure, workers' compensation",2015,12467,0
0400000US26,26,Michigan,1,State and Local ,2249,"Insurance trust expenditure, other insurance trust",2015,N,N
0400000US26,26,Michigan,1,State and Local ,3,"Debt outstanding, total",2015,76462015,0.75
0400000US26,26,Michigan,1,State and Local ,31,"Debt outstanding, short-term",2015,1404381,0.28
0400000US26,26,Michigan,1,State and Local ,32,"Debt outstanding, long-term, total",2015,75057634,0.76
0400000US26,26,Michigan,1,State and Local ,321,"Debt outstanding, long-term, public debt for private purposes",2015,15902526,1.81
0400000US26,26,Michigan,1,State and Local ,33,Long-term debt issued,2015,14492785,0.68
0400000US26,26,Michigan,1,State and Local ,34,Long-term debt retired,2015,13587317,0.65
0400000US26,26,Michigan,1,State and Local ,4,Cash and security holdings,2015,144676075,0.81
0400000US26,26,Michigan,1,State and Local ,41,"Cash and security holdings, insurance trust funds, total",2015,83110724,1.19
0400000US26,26,Michigan,1,State and Local ,411,"Cash and security holdings, insurance trust funds, unemployment compensation",2015,2574276,0
0400000US26,26,Michigan,1,State and Local ,412,"Cash and security holdings, insurance trust funds, employee retirement",2015,80500245,1.22
0400000US26,26,Michigan,1,State and Local ,413,"Cash and security holdings, insurance trust funds, workers'compensation",2015,36203,0
0400000US26,26,Michigan,1,State and Local ,419,"Cash and security holdings, insurance trust funds, miscellaneous",2015,N,N
0400000US26,26,Michigan,1,State and Local ,42,"Cash and security holdings excluding insurance trust funds, total",2015,61565351,1.04
0400000US26,26,Michigan,1,State and Local ,421,"Cash and security holdings excluding insurance trust funds, offsets to debt",2015,18661980,1.84
0400000US26,26,Michigan,1,State and Local ,422,"Cash and security holdings excluding insurance trust funds, bond funds",2015,6117212,0.65
0400000US26,26,Michigan,1,State and Local ,429,"Cash and security holdings excluding insurance trust funds, other",2015,36786159,1.47
0400000US26,26,Michigan,2,State,1,Total Revenue,2015,66961892,0
0400000US26,26,Michigan,2,State,11,"General revenue, total",2015,59727638,0
0400000US26,26,Michigan,2,State,111,"General revenue, intergovernmental, total",2015,20487351,0
0400000US26,26,Michigan,2,State,1112,"General revenue, intergovernmental from federal government",2015,20327346,0
0400000US26,26,Michigan,2,State,1113,"General revenue, intergovernmental from state governments",2015,X,X
0400000US26,26,Michigan,2,State,1114,"General revenue, intergovernmental from local governments",2015,160005,0
0400000US26,26,Michigan,2,State,112,General revenue from own sources,2015,39240287,0
0400000US26,26,Michigan,2,State,1121,"General revenue from taxes, total",2015,26957337,0
0400000US26,26,Michigan,2,State,11211,General revenue from property taxes,2015,1963036,0
0400000US26,26,Michigan,2,State,11212,"General revenue from sales taxes and gross receipts, total",2015,13124461,0
0400000US26,26,Michigan,2,State,112121,"General revenue from sales taxes and gross receipts, general sales",2015,9211783,0
0400000US26,26,Michigan,2,State,112122,"General revenue from sales taxes and gross receipts, selective sales",2015,3912678,0
0400000US26,26,Michigan,2,State,1121221,"General revenue from sales taxes and gross receipts, selective sales, motor fuel",2015,1010395,0
0400000US26,26,Michigan,2,State,1121222,"General revenue from sales taxes and gross receipts, selective sales, alcoholic beverage",2015,145399,0
0400000US26,26,Michigan,2,State,1121223,"General revenue from sales taxes and gross receipts, selective sales, tobacco products",2015,959852,0
0400000US26,26,Michigan,2,State,1121224,"General revenue from sales taxes and gross receipts, selective sales, public utilities",2015,28084,0
0400000US26,26,Michigan,2,State,1121229,"General revenue from sales taxes and gross receipts, selective sales, other selective sales",2015,1768948,0
0400000US26,26,Michigan,2,State,1121231,General revenue from individual income taxes,2015,8825375,0
0400000US26,26,Michigan,2,State,112124,General revenue from corporate income taxes,2015,1185568,0
0400000US26,26,Michigan,2,State,1121241,General revenue from motor vehicle licenses,2015,1018071,0
0400000US26,26,Michigan,2,State,112129,"Taxes, NEC",2015,840826,0
0400000US26,26,Michigan,2,State,1122,General revenue from charges and miscellaneous general revenue,2015,12282950,0
0400000US26,26,Michigan,2,State,11221,"General revenue from current charges, total",2015,8252294,0
0400000US26,26,Michigan,2,State,112211,"General revenue from current charges, education",2015,4747845,0
0400000US26,26,Michigan,2,State,1122111,"General revenue from current charges, education, institutions of higher education",2015,4737433,0
0400000US26,26,Michigan,2,State,1122112,"General revenue from current charges, education, school lunch sales (gross)",2015,N,N
0400000US26,26,Michigan,2,State,112212,"General revenue from current charges, hospitals",2015,3266415,0
0400000US26,26,Michigan,2,State,112213,"General revenue from current charges, highways",2015,31461,0
0400000US26,26,Michigan,2,State,112214,"General revenue from current charges, air transportation (airports)",2015,7672,0
0400000US26,26,Michigan,2,State,112215,"General revenue from current charges, parking facilities",2015,N,N
0400000US26,26,Michigan,2,State,112216,"General revenue from current charges, sea and inland port facilities",2015,N,N
0400000US26,26,Michigan,2,State,112217,"General revenue from current charges, natural resources",2015,54287,0
0400000US26,26,Michigan,2,State,112218,"General revenue from current charges, parks and recreation",2015,6564,0
0400000US26,26,Michigan,2,State,112219,"General revenue from current charges, housing and community development",2015,6746,0
0400000US26,26,Michigan,2,State,011221A,"General revenue from current charges, sewerage",2015,N,N
0400000US26,26,Michigan,2,State,011221B,"General revenue from current charges, solid waste management",2015,N,N
0400000US26,26,Michigan,2,State,011221Z,"General revenue from current charges, other charges",2015,131304,0
0400000US26,26,Michigan,2,State,11222,"General revenue from miscellaneous general revenue, total",2015,4030656,0
0400000US26,26,Michigan,2,State,112221,"General revenue from miscellaneous general revenue, interest earnings",2015,1121038,0
0400000US26,26,Michigan,2,State,112222,"General revenue from miscellaneous general revenue, special assessments",2015,N,N
0400000US26,26,Michigan,2,State,112223,"General revenue from miscellaneous general revenue, sale of property",2015,6015,0
0400000US26,26,Michigan,2,State,112229,"General revenue from miscellaneous general revenue, other general revenue",2015,2903603,0
0400000US26,26,Michigan,2,State,12,"Utility revenue, total",2015,N,N
0400000US26,26,Michigan,2,State,121,"Utility revenue, water supply",2015,N,N
0400000US26,26,Michigan,2,State,122,"Utility revenue, electric power",2015,N,N
0400000US26,26,Michigan,2,State,123,"Utility revenue, gas supply",2015,N,N
0400000US26,26,Michigan,2,State,124,"Utility revenue, transit",2015,N,N
0400000US26,26,Michigan,2,State,13,Liquor store revenue,2015,1021890,0
0400000US26,26,Michigan,2,State,14,"Insurance trust revenue, total",2015,6212364,0
0400000US26,26,Michigan,2,State,141,"Insurance trust revenue, unemployment compensation",2015,1528668,0
0400000US26,26,Michigan,2,State,142,"Insurance trust revenue, employee retirement",2015,4664810,0
0400000US26,26,Michigan,2,State,143,"Insurance trust revenue, workers'compensation",2015,18886,0
0400000US26,26,Michigan,2,State,149,"Insurance trust revenue, other insurance trust revenue",2015,N,N
0400000US26,26,Michigan,2,State,2,Total expenditure,2015,67661561,0
0400000US26,26,Michigan,2,State,21,Total expenditure by character and object:,2015,X,X
0400000US26,26,Michigan,2,State,211,Intergovernmental expenditure,2015,20487354,0
0400000US26,26,Michigan,2,State,212,"Direct expenditure, total",2015,47174207,0
0400000US26,26,Michigan,2,State,2121,Direct expenditure from current operations,2015,34688569,0
0400000US26,26,Michigan,2,State,2122,"Direct expenditure from capital outlay, total",2015,2011763,0
0400000US26,26,Michigan,2,State,21221,"Direct expenditure from capital outlay, construction",2015,1685049,0
0400000US26,26,Michigan,2,State,21222,Direct expenditure from capital outlay excluding construction,2015,326714,0
0400000US26,26,Michigan,2,State,2123,Direct expenditure from assistance and subsidies,2015,1226344,0
0400000US26,26,Michigan,2,State,2124,Direct expenditure from interest on debt,2015,1496002,0
0400000US26,26,Michigan,2,State,2125,Direct expenditure from insurance benefits and repayments,2015,7751529,0
0400000US26,26,Michigan,2,State,2126,Direct expenditure exhibit: Salaries and wages,2015,9221564,0
0400000US26,26,Michigan,2,State,22,Direct expenditure by function:,2015,47174207,0
0400000US26,26,Michigan,2,State,221,"Direct general expenditure, total",2015,38597749,0
0400000US26,26,Michigan,2,State,2211,"Direct general expenditure, capital outlay",2015,2011763,0
0400000US26,26,Michigan,2,State,2212,Direct general expenditure excluding capital outlay,2015,36585986,0
0400000US26,26,Michigan,2,State,2213,Direct general expenditure from education services:,2015,X,X
0400000US26,26,Michigan,2,State,22131,"Direct general expenditure from education, total",2015,10547934,0
0400000US26,26,Michigan,2,State,221311,"Direct general expenditure from education, capital outlay",2015,1204999,0
0400000US26,26,Michigan,2,State,22132,"Direct general expenditure from education, higher education, total",2015,9351555,0
0400000US26,26,Michigan,2,State,221321,"Direct general expenditure from education, higher education, capital outlay",2015,1204973,0
0400000US26,26,Michigan,2,State,22133,"Direct general expenditure from education, elementary & secondary, total",2015,23009,0
0400000US26,26,Michigan,2,State,221331,"Direct general expenditure from education, elementary & secondary, capital outlay",2015,N,N
0400000US26,26,Michigan,2,State,22134,"Direct general expenditure from education, other education",2015,1173370,0
0400000US26,26,Michigan,2,State,22135,"Direct general expenditure from education, libraries",2015,10835,0
0400000US26,26,Michigan,2,State,2214,Direct general expenditure from social services and income maintenance:,2015,X,X
0400000US26,26,Michigan,2,State,22141,"Direct general expenditure from social services and income maintenance, public welfare, total",2015,15296481,0
0400000US26,26,Michigan,2,State,221411,"Direct general expenditure from social services and income maintenance, public welfare, cash assistance payments",2015,237738,0
0400000US26,26,Michigan,2,State,221412,"Direct general expenditure from social services and income maintenance, public welfare, vendor payments",2015,13045125,0
0400000US26,26,Michigan,2,State,221419,"Direct general expenditure from social services and income maintenance, public welfare, other public welfare",2015,2013618,0
0400000US26,26,Michigan,2,State,22142,"Direct general expenditure from social services and income maintenance, hospitals, total",2015,3422917,0
0400000US26,26,Michigan,2,State,221421,"Direct general expenditure from social services and income maintenance, hospitals, capital outlay",2015,4125,0
0400000US26,26,Michigan,2,State,22143,"Direct general expenditure from social services and income maintenance, health",2015,1209410,0
0400000US26,26,Michigan,2,State,22144,"Direct general expenditure from social services and income maintenance, employment security administration",2015,107954,0
0400000US26,26,Michigan,2,State,22145,"Direct general expenditure from social services and income maintenance, veterans' services",2015,N,N
0400000US26,26,Michigan,2,State,2215,"Direct general expenditure from transportation, total",2015,X,X
0400000US26,26,Michigan,2,State,22151,"Direct general expenditure from transportation, highways, total",2015,1216096,0
0400000US26,26,Michigan,2,State,221511,"Direct general expenditure from transportation, highways, capital outlay",2015,689681,0
0400000US26,26,Michigan,2,State,22152,"Direct general expenditure from transportation, air transportation (airports)",2015,26241,0
0400000US26,26,Michigan,2,State,22153,"Direct general expenditure from transportation, parking facilities",2015,N,N
0400000US26,26,Michigan,2,State,22154,"Direct general expenditure from transportation, sea and inland port facilities",2015,N,N
0400000US26,26,Michigan,2,State,2216,"Direct general expenditure from public safety, total",2015,X,X
0400000US26,26,Michigan,2,State,22161,"Direct general expenditure from public safety, police protection",2015,429505,0
0400000US26,26,Michigan,2,State,22162,"Direct general expenditure from public safety, fire protection",2015,X,X
0400000US26,26,Michigan,2,State,22163,"Direct general expenditure from public safety, correction, total",2015,1857289,0
0400000US26,26,Michigan,2,State,221631,"Direct general expenditure from public safety, correction, capital outlay",2015,1693,0
0400000US26,26,Michigan,2,State,22164,"Direct general expenditure from public safety, protective inspection and regulation",2015,281530,0
0400000US26,26,Michigan,2,State,2217,"Direct general expenditure from enviroment and housing, total",2015,X,X
0400000US26,26,Michigan,2,State,22171,"Direct general expenditure from enviroment and housing, natural resources, total",2015,303367,0
0400000US26,26,Michigan,2,State,221711,"Direct general expenditure from enviroment and housing, natural resources, capital outlay",2015,18451,0
0400000US26,26,Michigan,2,State,22172,"Direct general expenditure from enviroment and housing, parks and recreation, total",2015,115008,0
0400000US26,26,Michigan,2,State,221721,"Direct general expenditure from enviroment and housing, parks and recreation, capital outlay",2015,16356,0
0400000US26,26,Michigan,2,State,22173,"Direct general expenditure from enviroment and housing, housing and community development",2015,618940,0
0400000US26,26,Michigan,2,State,22174,"Direct general expenditure from enviroment and housing, sewerage, total",2015,N,N
0400000US26,26,Michigan,2,State,221741,"Direct general expenditure from enviroment and housing, sewerage, capital outlay",2015,N,N
0400000US26,26,Michigan,2,State,22175,"Direct general expenditure from enviroment and housing, solid waste management, total",2015,4573,0
0400000US26,26,Michigan,2,State,221751,"Direct general expenditure from enviroment and housing, solid waste management, capital outlay",2015,N,N
0400000US26,26,Michigan,2,State,2218,"Direct general expenditure from government administration, total",2015,X,X
0400000US26,26,Michigan,2,State,22181,"Direct general expenditure from government administration, financial administration",2015,526194,0
0400000US26,26,Michigan,2,State,22182,"Direct general expenditure from government administration, judicial and legal",2015,172511,0
0400000US26,26,Michigan,2,State,22183,"Direct general expenditure from government administration, general public buildings",2015,20115,0
0400000US26,26,Michigan,2,State,22189,"Direct general expenditure from government administration, other governmental administration",2015,187750,0
0400000US26,26,Michigan,2,State,2219,Interest on general debt,2015,1496002,0
0400000US26,26,Michigan,2,State,0221A,Direct general expenditure from interest on general debt,2015,X,X
0400000US26,26,Michigan,2,State,0221A1,Miscellaneous commercial activities,2015,4222,0
0400000US26,26,Michigan,2,State,0221A9,Other and unallocable,2015,742875,0
0400000US26,26,Michigan,2,State,222,"Utility expenditure, total",2015,N,N
0400000US26,26,Michigan,2,State,2221,"Utility expenditure, capital outlay",2015,N,N
0400000US26,26,Michigan,2,State,2222,"Utility expenditure, water supply",2015,N,N
0400000US26,26,Michigan,2,State,2223,"Utility expenditure, electric supply",2015,N,N
0400000US26,26,Michigan,2,State,2224,"Utility expenditure, gas supply",2015,N,N
0400000US26,26,Michigan,2,State,2225,"Utility expenditure, transit",2015,N,N
0400000US26,26,Michigan,2,State,223,Liquor store expenditure,2015,824929,0
0400000US26,26,Michigan,2,State,224,"Insurance trust expenditure, total",2015,7751529,0
0400000US26,26,Michigan,2,State,2241,"Insurance trust expenditure, unemployment compensation",2015,874143,0
0400000US26,26,Michigan,2,State,2242,"Insurance trust expenditure, employee retirement",2015,6864919,0
0400000US26,26,Michigan,2,State,2243,"Insurance trust expenditure, workers' compensation",2015,12467,0
0400000US26,26,Michigan,2,State,2249,"Insurance trust expenditure, other insurance trust",2015,N,N
0400000US26,26,Michigan,2,State,3,"Debt outstanding, total",2015,33245109,0
0400000US26,26,Michigan,2,State,31,"Debt outstanding, short-term",2015,311158,0
0400000US26,26,Michigan,2,State,32,"Debt outstanding, long-term, total",2015,32933951,0
0400000US26,26,Michigan,2,State,321,"Debt outstanding, long-term, public debt for private purposes",2015,13226484,0
0400000US26,26,Michigan,2,State,33,Long-term debt issued,2015,6315617,0
0400000US26,26,Michigan,2,State,34,Long-term debt retired,2015,4577412,0
0400000US26,26,Michigan,2,State,4,Cash and security holdings,2015,96527965,0
0400000US26,26,Michigan,2,State,41,"Cash and security holdings, insurance trust funds, total",2015,63585003,0
0400000US26,26,Michigan,2,State,411,"Cash and security holdings, insurance trust funds, unemployment compensation",2015,2574276,0
0400000US26,26,Michigan,2,State,412,"Cash and security holdings, insurance trust funds, employee retirement",2015,60974524,0
0400000US26,26,Michigan,2,State,413,"Cash and security holdings, insurance trust funds, workers'compensation",2015,36203,0
0400000US26,26,Michigan,2,State,419,"Cash and security holdings, insurance trust funds, miscellaneous",2015,N,N
0400000US26,26,Michigan,2,State,42,"Cash and security holdings excluding insurance trust funds, total",2015,32942962,0
0400000US26,26,Michigan,2,State,421,"Cash and security holdings excluding insurance trust funds, offsets to debt",2015,15210034,0
0400000US26,26,Michigan,2,State,422,"Cash and security holdings excluding insurance trust funds, bond funds",2015,1138641,0
0400000US26,26,Michigan,2,State,429,"Cash and security holdings excluding insurance trust funds, other",2015,16594287,0
0400000US26,26,Michigan,3,Local,1,Total Revenue,2015,47400489,1.23
0400000US26,26,Michigan,3,Local,11,"General revenue, total",2015,43055874,1.07
0400000US26,26,Michigan,3,Local,111,"General revenue, intergovernmental, total",2015,20390428,1.03
0400000US26,26,Michigan,3,Local,1112,"General revenue, intergovernmental from federal government",2015,1706512,3.24
0400000US26,26,Michigan,3,Local,1113,"General revenue, intergovernmental from state governments",2015,18683916,1.09
0400000US26,26,Michigan,3,Local,1114,"General revenue, intergovernmental from local governments",2015,X,X
0400000US26,26,Michigan,3,Local,112,General revenue from own sources,2015,22665446,1.81
0400000US26,26,Michigan,3,Local,1121,"General revenue from taxes, total",2015,12808538,2.79
0400000US26,26,Michigan,3,Local,11211,General revenue from property taxes,2015,11750943,3.04
0400000US26,26,Michigan,3,Local,11212,"General revenue from sales taxes and gross receipts, total",2015,277838,0.53
0400000US26,26,Michigan,3,Local,112121,"General revenue from sales taxes and gross receipts, general sales",2015,N,N
0400000US26,26,Michigan,3,Local,112122,"General revenue from sales taxes and gross receipts, selective sales",2015,277838,0.53
0400000US26,26,Michigan,3,Local,1121221,"General revenue from sales taxes and gross receipts, selective sales, motor fuel",2015,N,N
0400000US26,26,Michigan,3,Local,1121222,"General revenue from sales taxes and gross receipts, selective sales, alcoholic beverage",2015,N,N
0400000US26,26,Michigan,3,Local,1121223,"General revenue from sales taxes and gross receipts, selective sales, tobacco products",2015,N,N
0400000US26,26,Michigan,3,Local,1121224,"General revenue from sales taxes and gross receipts, selective sales, public utilities",2015,71168,1.16
0400000US26,26,Michigan,3,Local,1121229,"General revenue from sales taxes and gross receipts, selective sales, other selective sales",2015,206670,0.6
0400000US26,26,Michigan,3,Local,1121231,General revenue from individual income taxes,2015,481937,1.9
0400000US26,26,Michigan,3,Local,112124,General revenue from corporate income taxes,2015,N,N
0400000US26,26,Michigan,3,Local,1121241,General revenue from motor vehicle licenses,2015,N,N
0400000US26,26,Michigan,3,Local,112129,"Taxes, NEC",2015,297820,2.24
0400000US26,26,Michigan,3,Local,1122,General revenue from charges and miscellaneous general revenue,2015,9856908,2.04
0400000US26,26,Michigan,3,Local,11221,"General revenue from current charges, total",2015,7827518,2.32
0400000US26,26,Michigan,3,Local,112211,"General revenue from current charges, education",2015,1079294,0
0400000US26,26,Michigan,3,Local,1122111,"General revenue from current charges, education, institutions of higher education",2015,529463,0
0400000US26,26,Michigan,3,Local,1122112,"General revenue from current charges, education, school lunch sales (gross)",2015,157318,0
0400000US26,26,Michigan,3,Local,112212,"General revenue from current charges, hospitals",2015,788297,6.69
0400000US26,26,Michigan,3,Local,112213,"General revenue from current charges, highways",2015,129451,6.01
0400000US26,26,Michigan,3,Local,112214,"General revenue from current charges, air transportation (airports)",2015,490674,0.83
0400000US26,26,Michigan,3,Local,112215,"General revenue from current charges, parking facilities",2015,87125,1.36
0400000US26,26,Michigan,3,Local,112216,"General revenue from current charges, sea and inland port facilities",2015,2772,10.88
0400000US26,26,Michigan,3,Local,112217,"General revenue from current charges, natural resources",2015,12541,7.99
0400000US26,26,Michigan,3,Local,112218,"General revenue from current charges, parks and recreation",2015,194076,3.07
0400000US26,26,Michigan,3,Local,112219,"General revenue from current charges, housing and community development",2015,75652,5.51
0400000US26,26,Michigan,3,Local,011221A,"General revenue from current charges, sewerage",2015,1984392,1.61
0400000US26,26,Michigan,3,Local,011221B,"General revenue from current charges, solid waste management",2015,232284,2.9
0400000US26,26,Michigan,3,Local,011221Z,"General revenue from current charges, other charges",2015,2750960,6.2
0400000US26,26,Michigan,3,Local,11222,"General revenue from miscellaneous general revenue, total",2015,2029390,4.23
0400000US26,26,Michigan,3,Local,112221,"General revenue from miscellaneous general revenue, interest earnings",2015,324936,5.7
0400000US26,26,Michigan,3,Local,112222,"General revenue from miscellaneous general revenue, special assessments",2015,187717,8.44
0400000US26,26,Michigan,3,Local,112223,"General revenue from miscellaneous general revenue, sale of property",2015,74310,2.22
0400000US26,26,Michigan,3,Local,112229,"General revenue from miscellaneous general revenue, other general revenue",2015,1442427,5.7
0400000US26,26,Michigan,3,Local,12,"Utility revenue, total",2015,2775405,1.65
0400000US26,26,Michigan,3,Local,121,"Utility revenue, water supply",2015,1554840,2.66
0400000US26,26,Michigan,3,Local,122,"Utility revenue, electric power",2015,1132149,1.76
0400000US26,26,Michigan,3,Local,123,"Utility revenue, gas supply",2015,N,N
0400000US26,26,Michigan,3,Local,124,"Utility revenue, transit",2015,88416,1.98
0400000US26,26,Michigan,3,Local,13,Liquor store revenue,2015,N,N
0400000US26,26,Michigan,3,Local,14,"Insurance trust revenue, total",2015,1569210,22.67
